iter	RMSE
317	7.598864603
318	7.578635614
319	7.560877095
320	7.547884253
321	7.530927522
322	7.516018814
323	7.497584617
324	7.487274875
325	7.472406256
326	7.45979545
327	7.444420968
328	7.426005119
329	7.400082514
330	7.389039288
331	7.378542058
332	7.349205946
333	7.345036604
334	7.33768985
335	7.323000279
336	7.300043484
337	7.284523361
338	7.266799251
339	7.242388413
340	7.225789156
341	7.199575595
342	7.186649091
343	7.176093502
344	7.164005853
345	7.153939317
346	7.149735607
347	7.13274982
348	7.11247005
349	7.108383432
350	7.084125826
351	7.070548968
352	7.060733048
353	7.05428859
354	7.045973426
355	7.027437026
356	7.018400676
357	7.003705099
358	6.985501948
359	6.970079209
360	6.948423131
361	6.939175622
362	6.920851608
363	6.917625403
364	6.907876368
365	6.898451327
366	6.873778545
367	6.86079315
368	6.841008832
369	6.830421805
370	6.817293643
371	6.802825187
372	6.790727803
373	6.769887101
374	6.766745089
375	6.74749305
376	6.741290533
377	6.727637974
378	6.714009611
379	6.702150106
380	6.692453259
381	6.683242072
382	6.668978716
383	6.658763355
384	6.647354443
385	6.637427258
386	6.628537264
387	6.624754505
388	6.6151256
389	6.607838715
390	6.604542967
391	6.590642876
392	6.580680602
393	6.567620886
394	6.559189531
395	6.552292931
396	6.539798817
397	6.529978688
398	6.512550589
399	6.500338495
400	6.49212598
401	6.484739578
402	6.472896299
403	6.470674291
404	6.459258059
405	6.453364062
406	6.446212175
407	6.439975624
408	6.429240666
409	6.420044096
410	6.407971973
411	6.402810487
412	6.395895014
413	6.392389108
414	6.382410764
415	6.365666426
416	6.353682187
417	6.336653691
418	6.332820668
419	6.330708209
420	6.320829903
421	6.3019018
422	6.293786456
423	6.288706404
424	6.280426482
425	6.270611865
426	6.264380215
427	6.250471683
428	6.236162711
429	6.220178321
430	6.204874938
431	6.194999084
432	6.180185956
433	6.176351246
434	6.163276141
435	6.149975786
436	6.139783448
437	6.122850364
438	6.113276545
439	6.110621026
440	6.108623857
441	6.104143562
442	6.099830648
443	6.087437518
444	6.084662752
445	6.082361925
446	6.076367467
447	6.068020093
448	6.06543393
449	6.0637139
450	6.053566799
451	6.045786459
452	6.039589611
453	6.033793643
454	6.028829875
455	6.027234834
456	6.023635356
457	6.009987575
458	5.998884667
459	5.990484474
460	5.982720325
461	5.980199376
462	5.978014241
463	5.966893468
464	5.95308067
465	5.939961093
466	5.937808388
467	5.936589796
468	5.929312262
469	5.923585298
470	5.914587996
471	5.909313028
472	5.902960353
473	5.896428667
474	5.89474822
475	5.89035517
476	5.884638405
477	5.871687567
478	5.864838607
479	5.857271637
480	5.853111422
481	5.842884064
482	5.835879016
483	5.834753877
484	5.833689043
485	5.823723982
486	5.81229259
487	5.808108044
488	5.803978143
489	5.798701041
490	5.793645747
491	5.786463183
492	5.785285656
493	5.77511204
494	5.767707991
495	5.764260204
496	5.760778833
497	5.751950994
498	5.750980453
499	5.747685088
500	5.738136543
501	5.726497655
502	5.716860924
503	5.709279143
504	5.697397706
505	5.68974703
506	5.683537056
507	5.673498715
508	5.668855718
509	5.660598173
510	5.656092261
511	5.644913476
512	5.63799557
513	5.628257365
514	5.624779064
515	5.615947935
516	5.610155787
517	5.604910032
518	5.596833978
519	5.586647786
520	5.57954068
521	5.571272517
522	5.567517692
523	5.559713521
524	5.553759898
525	5.548212477
526	5.541751954
527	5.538805289
528	5.533954189
529	5.532716714
530	5.526695195
531	5.524189079
532	5.520653358
533	5.514291172
534	5.509030952
535	5.501576919
536	5.494515988
537	5.49051617
538	5.484939019
539	5.481293289
540	5.479966985
541	5.478899166
542	5.469470237
543	5.46098606
544	5.457224319
545	5.452315011
546	5.451218126
547	5.450233182
548	5.443772351
549	5.439062024
550	5.435175235
551	5.432263729
552	5.42371979
553	5.421233817
554	5.41524651
555	5.411164053
556	5.410404673
557	5.40248222
558	5.398046841
559	5.397310311
560	5.390473407
561	5.387839244
562	5.386195999
563	5.38155184
564	5.375239014
565	5.370179077
566	5.369245999
567	5.366848606
568	5.363005914
569	5.359437569
570	5.352262191
571	5.348746489
572	5.342197345
573	5.34039279
574	5.336582945
575	5.328061787
576	5.322171526
577	5.316639445
578	5.311591902
579	5.310877382
580	5.305533243
581	5.302016836
582	5.299273632
583	5.296189223
584	5.291761896
585	5.287883997
586	5.287311433
587	5.284361248
588	5.279986211
589	5.277940304
590	5.274456924
591	5.270416242
592	5.269799282
593	5.263209232
594	5.262790364
595	5.256816819
596	5.251724324
597	5.248342293
598	5.243817438
599	5.241164652
600	5.238427011
601	5.232804618
602	5.227341065
603	5.225850738
604	5.223962268
605	5.221061142
606	5.217712675
607	5.213162628
608	5.206488749
609	5.204713407
610	5.20259512
611	5.197149216
612	5.191862698
613	5.188401231
614	5.183359759
615	5.178785205
616	5.174418991
617	5.171853817
618	5.169785662
619	5.166065344
620	5.162272971
621	5.157854467
622	5.155748989
623	5.151882532
624	5.146322611
625	5.145534795
626	5.145017276
627	5.143386704
628	5.137968538
629	5.135303971
630	5.131062956
631	5.127501366
632	5.124905435
633	5.120878035
634	5.116937054
635	5.115471017
636	5.11242951
637	5.108909526
638	5.105531293
639	5.102849555
640	5.097164888
641	5.095013066
642	5.093394859
643	5.092923861
644	5.089831252
645	5.089343539
646	5.086670369
647	5.080403466
648	5.079050957
649	5.078582692
650	5.075197234
651	5.074727322
652	5.074196327
653	5.071778471
654	5.069754363
655	5.064436074
656	5.059806361
657	5.057902552
658	5.055886123
659	5.052536414
660	5.047322632
661	5.044161481
662	5.041934179
663	5.039484238
664	5.039150461
665	5.037050102
666	5.033260081
667	5.032110887
668	5.028928725
669	5.025904213
670	5.023669869
671	5.021383368
672	5.019837301
673	5.016571863
674	5.014187922
675	5.013775951
676	5.012533649
677	5.008476509
678	5.006782722
679	5.002360347
680	4.997970624
681	4.997512575
682	4.995910596
683	4.995570905
684	4.994539992
685	4.991950955
686	4.989152572
687	4.986277553
688	4.985914175
689	4.983187139
690	4.981363308
691	4.981163356
692	4.978919466
693	4.972925792
694	4.970392426
695	4.969207161
696	4.967546083
697	4.96622747
698	4.964082505
699	4.9605295
700	4.960208632
701	4.959086029
702	4.958115834
703	4.956636477
704	4.952916131
705	4.94928905
706	4.949111089
707	4.947559986
708	4.944394558
709	4.943015703
710	4.938360535
711	4.936142186
712	4.934349575
713	4.932476008
714	4.929712574
715	4.928934655
716	4.92867644
717	4.928290605
718	4.926407372
719	4.924894545
720	4.923633643
721	4.922087747
722	4.920515405
723	4.918938484
724	4.916827061
725	4.915000695
726	4.913641181
727	4.913017462
728	4.912603102
729	4.911141208
730	4.910898171
731	4.910100685
732	4.909509061
733	4.906924623
734	4.904288276
735	4.903335982
736	4.903034846
737	4.902304632
738	4.901227918
739	4.89734781
740	4.895824078
741	4.894436647
742	4.891202444
743	4.888439892
744	4.884413548
745	4.881865209
746	4.880348205
747	4.878245848
748	4.877881974
749	4.875772824
750	4.874212536
751	4.872468933
752	4.871388445
753	4.870250281
754	4.868250656
755	4.866202212
756	4.866025078
757	4.864251691
758	4.861661053
759	4.860119532
760	4.856720978
761	4.854037869
762	4.852632449
763	4.850991869
764	4.850030469
765	4.847061368
766	4.846262227
767	4.846054264
768	4.845627579
769	4.845425254
770	4.84296528
771	4.84170547
772	4.840468369
773	4.839018279
774	4.83728769
775	4.835886663
776	4.834048581
777	4.832821661
778	4.831318342
779	4.830558522
780	4.829987982
781	4.828541598
782	4.827475966
783	4.826395445
784	4.825377639
785	4.824690159
786	4.822651745
787	4.821382634
788	4.817504476
789	4.816040295
790	4.813142929
791	4.812082633
792	4.81089628
793	4.810711504
794	4.810566119
795	4.809821683
796	4.808786111
797	4.807978239
798	4.806544047
799	4.80631609
800	4.805209932
801	4.804448672
802	4.804281757
803	4.803325276
804	4.800542331
805	4.800347532
806	4.797154704
807	4.796255806
808	4.795743573
809	4.793693705
810	4.791496128
811	4.789028429
812	4.788077299
813	4.786534737
814	4.785382122
815	4.784355368
816	4.784154006
817	4.7822638
818	4.781127558
819	4.780970215
820	4.778866294
821	4.777263846
822	4.777070118
823	4.776242914
824	4.775350746
825	4.773776323
826	4.773374218
827	4.772503747
828	4.772201116
829	4.771533533
830	4.770519876
831	4.770336389
832	4.767799879
833	4.767274178
834	4.765647217
835	4.764747505
836	4.763785043
837	4.762655092
838	4.762349712
839	4.762112085
840	4.761214735
841	4.761080613
842	4.760548973
843	4.758709273
844	4.75662881
845	4.755956421
846	4.754392684
847	4.753331016
848	4.752303897
849	4.751010299
850	4.750674956
851	4.749319965
852	4.74758212
853	4.745559441
854	4.744737897
855	4.744580013
856	4.743548629
857	4.743421718
858	4.741789735
859	4.740843925
860	4.740099512
861	4.738659701
862	4.737830084
863	4.737161754
864	4.736038207
865	4.7344543
866	4.733864163
867	4.732833855
868	4.732645928
869	4.731764809
870	4.73155528
871	4.731064578
872	4.729335826
873	4.72914014
874	4.727749251
875	4.727528586
876	4.726588634
877	4.724946766
878	4.72442879
879	4.72315945
880	4.722721187
881	4.722348334
882	4.721422091
883	4.720665952
884	4.720519967
885	4.719835835
886	4.718765327
887	4.718559384
888	4.718440956
889	4.717132225
890	4.716247072
891	4.715885094
892	4.715722489
893	4.714657563
894	4.714080474
895	4.713707954
896	4.712955531
897	4.712333586
898	4.711471564
899	4.710845416
900	4.709724563
901	4.709255838
902	4.708630457
903	4.707918767
904	4.707544319
905	4.706620295
906	4.706105543
907	4.705364533
908	4.704913613
909	4.703862492
910	4.702586951
911	4.702049483
912	4.701267806
913	4.700285398
914	4.6999077
915	4.699213462
916	4.698425071
917	4.698241132
918	4.698127829
919	4.697191459
920	4.696561884
921	4.696435687
922	4.696130266
923	4.695395502
924	4.695139271
925	4.694431013
926	4.693774254
927	4.691521474
928	4.691086027
929	4.689380354
930	4.689247499
931	4.688433507
932	4.687831274
933	4.687333893
934	4.686924271
935	4.686308737
936	4.68600123
937	4.685657142
938	4.685456073
939	4.684532409
940	4.683998154
941	4.68350485
942	4.683312274
943	4.682323414
944	4.681531694
945	4.681041578
946	4.680670809
947	4.68007242
948	4.679888035
949	4.679390564
950	4.679260696
951	4.678699612
952	4.677938881
953	4.67740994
954	4.677277837
955	4.67608347
956	4.675875896
957	4.675570305
958	4.67542547
959	4.674880933
960	4.674665663
961	4.673340243
962	4.673206654
963	4.673050185
964	4.67263384
965	4.672092636
966	4.671678207
967	4.67153267
968	4.67136795
969	4.671153773
970	4.670676581
971	4.670229116
972	4.670073115
973	4.669256388
974	4.667642843
975	4.667246975
976	4.666736985
977	4.666296913
978	4.66532757
979	4.664457744
980	4.664313243
981	4.663849384
982	4.663130537
983	4.662652629
984	4.662359056
985	4.660546525
986	4.660412919
987	4.659706126
988	4.659367389
989	4.658673656
990	4.658475507
991	4.658198183
992	4.658048793
993	4.657689013
994	4.657409211
995	4.657267443
996	4.656907693
997	4.656159193
998	4.656064075
999	4.655495583
